net_assets,ytd_return,fund_yield,net_annual_expense_ratio_fund,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,rating_us_government,rating_aaa,rating_aa,rating_a,rating_bbb,rating_bb,rating_b,rating_below_b,rating_others,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,fund_return_2017,fund_alpha_3years,fund_alpha_5years,fund_alpha_10years,fund_beta_3years,fund_beta_5years,fund_beta_10years,fund_mean_annual_return_3years,fund_mean_annual_return_5years,fund_mean_annual_return_10years,fund_r_squared_3years,fund_r_squared_5years,fund_r_squared_10years,fund_standard_deviation_3years,fund_standard_deviation_5years,fund_standard_deviation_10years,fund_sharpe_ratio_3years,fund_sharpe_ratio_5years,fund_sharpe_ratio_10years,fund_treynor_ratio_5years,fund_treynor_ratio_10years
8400000000,,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54,0,0.34,0,-4.54,0,2.62,0,5.38,0,8.94,0,0,0,,18.47,0.26,0.28,,0.94,0.96,,0.54,0.81,,87.32,87.19,,14.44,15.13,,0.45,0.64,,9.28,
10930000000,,0,0,98.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.26,0,-7.24,0,22.47,0,13.56,0,-52.32,0,-43.9,0,0,0,,-73.05,0,0,,0,0,,-4.89,-3.56,,0,0,,54.34,55.69,,-1.08,-0.77,,0,
4360000000,,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.36,0,-0.74,0,-5.53,0,-1.16,0,4.59,0,7.52,0,0,0,,18.67,-0.3,-0.76,,0.92,0.95,,0.49,0.72,,86.48,86.99,,14.3,15.08,,0.41,0.57,,8.11,
2.69E+11,14.8,1.82,0.09,99.47,0,17.02,3.01,2.22,12.95,2.43,11.7,16.16,2.37,7.83,15.51,3.14,3.57,5.52,10.06,21.72,0,0,0,0,0,0,0,0,0,4.65,0,1.85,0,-4.62,0,5.91,0,11.92,0,10.95,0,14.17,0,,21.69,-0.11,-0.1,-0.07,1,1,1,0.99,0.91,1.18,100,100,100,9.38,10.01,13.18,1.15,1.03,1.05,10.37,13.86
707000000,,1.87,0,99.84,0,13.49,2.05,1.56,8.06,11.56,7.26,14.88,4.25,9.08,5.05,5.02,9.09,22.25,10.76,0.79,0,0,0,0,0,0,0,0,0,-6.64,0,2.84,0,-3.26,0,-0.49,0,7.08,0,5.95,0,0,0,,27.44,6.11,3.21,,0.64,0.68,,0.92,0.7,,41.14,41.06,,16.24,16.93,,0.68,0.49,,10.61,
551000000,,2.51,0,99.44,0,16.38,1.55,2.57,10,6.74,7.8,37.62,0,12.35,2.96,13.7,10.09,4.35,4.4,0,0,0,0,0,0,0,0,0,0,-3.34,0,0.47,0,-5.07,0,-1.4,0,-0.61,0,-3.05,0,0,0,,19.08,-2.33,-6,,0.52,0.68,,0.13,-0.06,,38.49,50.87,,13.5,15.44,,0.12,-0.05,,-2.86,
165000000,,0,0,0,99.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,0,-4.41,0,8.33,0,-5.11,0,-27.56,0,-21.2,0,0,0,,-50.86,0,0,,0,0,,-2.18,-1.62,,0,0,,25.47,24.88,,-1.02,-0.78,,0,
1130000000,,1.24,0,99.7,0,15.83,2.75,1.38,3.33,0,4.59,0.21,0,0,22.43,0,2.42,0,0.34,70.02,0,0,0,0,0,0,0,0,0,-33.29,0,5.9,0,-15.08,0,-32.75,0,-11.09,0,-0.18,0,0,0,,13.81,-16.34,-8.79,,1.1,1.25,,-0.8,0.4,,50.42,32.98,,20.85,29.25,,-0.46,0.16,,0.61,
17230000000,,6.09,0,0,95.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.18,0,1.53,0,3.24,0,-5.25,0,-0.13,0,0.13,0,0,0,,9.94,-0.16,-4.28,,0.65,0.76,,0.08,0.09,,43.76,52.83,,8.82,9.48,,0.11,0.11,,0.81,
14000000,,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,5.58,0,6.38,0,-1.61,0,2.62,0,2.65,0,0,0,,10.34,1.26,0.19,,0.28,0.28,,0.22,0.22,,82.18,85.79,,4.39,4.38,,0.6,0.6,,9.24,
5.91E+11,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27,0,3.96,0,-4.27,0,-3.91,0,6.76,0,12.75,0,0,0,,43.34,0,0,,0,0,,0.98,1.42,,0,0,,31.81,31.88,,0.37,0.53,,0,
15400000000,,2.47,0,97.76,0,8.72,1.26,1.26,4,3.02,6.11,57.85,6.24,10.54,2.31,1.37,0.91,2.08,5.1,4.47,0,0,0,0,0,0,0,0,0,-15.17,0,-0.9,0,-2.14,0,-14.3,0,4.66,0,9.84,0,0,0,,33.31,11.83,6.96,,0.83,0.96,,0.5,1.08,,79.61,79.67,,18.75,26.83,,0.26,0.43,,8.83,
87990000000,,2.98,0,98.42,0,9.34,0.86,0.65,3.52,15.96,15.58,25.22,5.73,2.83,2.79,3,4.53,1.36,17.17,5.83,0,0,0,0,0,0,0,0,0,-5.99,0,0,0,-2.42,0,-3.52,0,4.52,0,8.66,0,0,0,,17.71,2.07,2.52,,0.83,0.85,,0.47,0.78,,97.55,97.08,,14.9,15.02,,0.38,0.62,,10.07,
36670000000,,0,0,87.99,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.16,0,3.76,0,-4.16,0,-3.72,0,6.94,0,12.83,0,0,0,,43.28,0,0,,0,0,,0.99,1.43,,0,0,,31.74,31.83,,0.38,0.54,,0,
16080000000,,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94,0,-2.4,0,0.35,0,-4.26,0,-10.65,0,-13.01,0,0,0,,-19.55,0,0,,0,0,,-0.84,-1.05,,0,0,,15.19,15.2,,-0.66,-0.83,,0,
146960000,15.04,2.67,0.25,99.16,0,15.69,2.37,1.81,8.13,4.22,11.14,18.4,2.8,8.99,14.02,3.34,3.62,6.46,10.24,16.77,0,0,0,0,0,0,0,0,0,-0.43,0,0.84,0,-6.14,0,0.08,0,8.79,0,7,0,11.5,0,,22.51,4.31,5.3,4.54,0.77,0.8,0.85,0.76,0.62,1,82.28,84.44,91.51,9.52,10.26,14.52,0.84,0.66,0.8,8.04,13.15
49950000000,,2.87,0.14,98.91,0,10.53,1.4,1.1,4.74,8.16,11.8,22.96,3.62,6.71,3.52,2.77,4.27,7.25,5.81,23.13,0,0,0,0,0,0,0,0,0,-12.33,0,4.68,0,-5.43,0,-9.11,0,8.64,0,1.88,0,0,0,,36.78,2.82,0.27,,1.17,1.12,,0.8,0.25,,81.64,78.35,,14.58,14.9,,0.58,0.16,,1.1,
492790000,,4.34,0.81,97.55,0,10.54,1.67,1.84,4.8,4.3,1.04,44.8,9.37,10.56,2.74,6.11,11.63,4.08,3.88,1.5,0,0,0,0,0,0,0,0,0,-14.4,0,1.96,0,-1.22,0,-12.44,0,5.56,0,0.82,0,0,0,,33.66,1.42,0.18,,0.73,0.66,,0.5,0.17,,45.01,36.93,,12.31,12.85,,0.4,0.11,,0.86,
9.96E+11,-0.32,1.41,0.3,99.42,0,11.86,1.14,0.98,9.54,0,4.93,19.5,0,0,7.1,0,0,0,17.23,51.23,0,0,0,0,0,0,0,0,0,-7.72,0,-2.49,0,-11.84,0,-7.92,0,6.42,0,0.65,0,7.88,0,,31.14,2.97,0.95,1.51,1.09,1.09,0.99,0.62,0.13,0.77,74.72,72.32,80.8,15.04,14.21,16.88,0.39,-0.01,0.4,-1.11,5.69
30210000000,,1.45,0,99.66,0,13.5,1.37,0.77,7.46,8.76,19.58,0.16,3.65,10.77,8,2.26,5.63,1.92,22.76,16.52,0,0,0,0,0,0,0,0,0,-0.1,0,2.12,0,-3.53,0,-2.1,0,4.24,0,8.74,0,0,0,,23.69,1.36,1.6,,0.92,0.91,,0.46,0.78,,97.9,98.33,,13.33,13.85,,0.42,0.67,,9.51,
4770000000,15.57,1.85,0.2,99.61,0,16.82,3.06,2.55,13.71,0.9,12.42,17.07,0.39,9.01,15.57,1.62,4.79,5.49,7.58,25.16,0,0,0,0,0,0,0,0,0,5.15,0,1.49,0,-4.41,0,6.83,0,11.94,0,10.95,0,13.34,0,,21.77,-0.04,-0.26,-0.61,0.99,1.01,0.98,0.99,0.92,1.12,98.2,97.9,98.46,9.41,10.28,13.06,1.14,1,1,10.19,13.23
45630000000,12.41,1.3,0.2,99.83,0,15.96,1.96,1.11,8.01,4.99,13.11,17.21,8.35,3.65,14.26,3.59,1.38,3.32,14.34,15.79,0,0,0,0,0,0,0,0,0,0.97,0,1.73,0,-11.55,0,0.57,0,10.14,0,7.57,0,14.08,0,,14.66,-4.23,-4.05,-2.45,1.27,1.12,1.21,0.89,0.69,1.24,67.15,61.3,79.23,14.59,14.38,18.01,0.66,0.53,0.8,6.15,11.29
6670000000,,3.42,0.08,98.55,0,17.15,3.26,2.6,13.83,0.88,4.8,2.3,0,21.02,21.67,8.04,7.89,21.07,7.11,5.21,0,0,0,0,0,0,0,0,0,5.27,0,4.26,0,4.14,0,7.7,0,11.29,0,9.34,0,0,0,,13.36,3.63,1.36,,0.59,0.71,,0.93,0.78,,48.36,63.29,,8,8.94,,1.26,0.98,,12.35,
3570000000,14.85,3.73,0.43,99.93,0,30.81,2.22,4.98,6.02,2.26,0,0,88.21,0,0,0,8.62,0,0.91,0,0,0,0,0,0,0,0,0,0,3.8,0,4.7,0,-0.71,0,3.69,0,7.09,0,9.55,0,13.97,0,,9.37,2.04,6.28,4.27,0.57,0.5,0.98,0.62,0.82,1.27,22.89,18.07,50.1,11.71,12.18,20.04,0.55,0.76,0.74,17.75,14.05
6.90E+11,,1.98,0,99.99,0,12.99,1.3,0.9,5.53,7.72,14.85,11.48,3.82,10.08,7.62,1.87,5.63,2.01,19.81,15.12,0,0,0,0,0,0,0,0,0,-6.71,0,1.1,0,-3.16,0,-5.47,0,3.1,0,0,0,0,0,,20.29,-0.39,,,0.98,,,0.34,,,99.75,,,14.18,,,0.29,,,,
1.79E+11,,1.92,0,98.72,0,13,1.3,0.9,5.56,7.64,14.87,11.35,3.87,10.2,7.62,1.91,5.66,2,19.76,15.11,0,0,0,0,0,0,0,0,0,-5.74,0,1.49,0,-3.14,0,-5.23,0,3.24,0,0,0,0,0,,20.4,-0.28,,,0.98,,,0.35,,,99.75,,,14.17,,,0.3,,,,
3.14E+11,,1.94,0,99.19,0,15.49,1.68,1.03,5.73,8.88,15.92,12.46,4.16,8.96,6.68,1.46,4.82,1.22,20.36,15.09,0,0,0,0,0,0,0,0,0,-6.58,0,1.14,0,-3.14,0,-5.32,0,3.2,0,0,0,0,0,,20.45,-0.26,,,0.98,,,0.35,,,99.76,,,14.18,,,0.3,,,,
1.69E+11,,3.21,0,98.3,0,24.49,1.29,9.96,12.91,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62,0,3.66,0,4.07,0,12.62,0,4.5,0,0,0,0,0,,-7.11,-0.31,,,1,,,0.41,,,100,,,7.59,,,0.66,,,,
1.29E+11,,3.36,0,98.59,0,24.77,1.38,10.15,13.47,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.85,0,3.76,0,4.24,0,12.92,0,4.65,0,0,0,0,0,,-7.09,-0.27,,,1,,,0.42,,,100,,,7.6,,,0.66,,,,
2840000000,,2.24,0,99.95,0,10.51,0.88,0.68,2.5,7.72,17.74,24.74,1.83,6.2,3.83,3.56,6.34,2.41,15.64,9.99,0,0,0,0,0,0,0,0,0,-4.89,0,-6.28,0,-3.52,0,-2.73,0,2.68,0,0,0,0,0,,18.82,-0.64,,,1.08,,,0.36,,,97.08,,,15.8,,,0.27,,,,
1.87E+11,,1.92,0,100,0,12.76,1.28,0.88,5.45,7.7,14.68,12,3.73,9.92,7.53,1.84,5.78,2.26,19.46,15.11,0,0,0,0,0,0,0,0,0,-6.66,0,1.42,0,-3.1,0,-5.5,0,3.08,0,0,0,0,0,,20.33,-0.38,,,0.98,,,0.34,,,99.75,,,14.18,,,0.29,,,,
2340000000,,1.68,0,100,0,14.64,1.59,0.82,8.59,0,2.98,0,0,0.09,2.11,0,0,0,22.64,72.18,0,0,0,0,0,0,0,0,0,-11.56,0,1.72,0,-7.98,0,-12.06,0,6.5,0,10.16,0,10.58,0,,36.33,1.83,1.08,0.52,1.06,1.11,1.13,0.59,0.91,1.03,78.98,80.39,80.24,17.23,18.28,21.38,0.42,0.59,0.57,8.63,9.23
41340000000,,2.65,0,97.8,0,8.85,0.5,2.23,0.9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.38,0,-2.76,0,-2.76,0,-11.01,0,-4.59,0,0.79,0,3.3,0,,10.08,-9.01,-8.83,-6.74,1.54,1.4,1.22,-0.11,0.29,0.5,75.91,74.9,75.16,25.45,23.88,23.86,-0.05,0.15,0.25,0.46,2.56
964000000,,2.46,0,99.6,0,18.86,1.86,1,9.32,0.04,0.06,0,0,99.6,0.28,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,-8.6,0,4.17,0,3.31,0,-5.35,0,2.74,0,10.34,0,10.19,0,,18,1.17,5.32,3.94,0.51,0.61,0.65,0.31,0.89,0.9,31.98,43.61,53.72,12.91,13.68,14.99,0.29,0.78,0.71,16.7,15.35
284000000,,2.56,0,98.36,0,6.9,0.82,0.43,6.67,2.53,0,0,0,0,0,0.41,0,97.06,0,0,0,0,0,0,0,0,0,0,0,-8.34,0,-11.54,0,-11.99,0,3.12,0,10.17,0,6.71,0,6.15,0,,42.14,7.21,0.34,-0.31,1.17,1,0.86,1.09,0.76,0.72,45.33,39.09,39.06,25.05,23.49,23.12,0.52,0.39,0.37,6.59,7.07
1810000000,,2.02,0,98.08,0,9.8,1.11,0.56,4.56,19.22,16.77,0,16.15,0,0,0.01,0,0,44,3.85,0,0,0,0,0,0,0,0,0,-17.59,0,2.78,0,-4.68,0,-16.59,0,3.01,0,8.65,0,11.53,0,,29.81,-0.7,1.6,2.4,1.04,0.88,0.97,0.37,0.78,1.05,81.64,76.7,78.79,16.51,14.75,18.47,0.27,0.63,0.67,9.75,11.66
1900000000,,1.82,0,98.55,0,13.74,1.47,0.98,9.32,53.44,11.7,0,0,28.5,0.66,0,0,0,5.1,0.6,0,0,0,0,0,0,0,0,0,-7.79,0,3.99,0,-6.42,0,-6.97,0,8.72,0,13.88,0,12.05,0,,33.98,4.58,5.54,2.86,1.06,0.98,0.96,0.82,1.18,1.07,88.49,86.57,89.96,16.15,15.52,17,0.61,0.91,0.75,14.02,12.47
3840000000,,1.55,0,98.93,0,25.41,2.29,2.98,10.56,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,4.02,0,2.12,0,14.42,0,5.11,0,12.96,0,10.55,0,,13.31,3.56,7.9,4.95,0.55,0.62,0.6,0.52,1.11,0.94,35.47,37.74,42.75,13.33,14.84,15.53,0.48,0.9,0.72,20.97,17.4
7170000000,,2.04,0,99.4,0,9.29,0.96,0.53,5.59,0,97.59,0,0,0,0,0,0,0,2.39,0.01,0,0,0,0,0,0,0,0,0,-10.86,0,1.26,0,-3.69,0,-8.49,0,-2.61,0,3.02,0,11.01,0,,12.88,-7.08,-5.92,1.11,1.3,1.21,1.14,-0.05,0.39,1.09,82.61,82.02,71.71,20.61,19.71,22.78,-0.03,0.24,0.57,2.32,9.54
764000000,,0.29,0,97.87,0,8.38,0.67,0.37,6.04,78.56,0,0,0,0,0,0,0,0,3.65,17.79,0,0,0,0,0,0,0,0,0,-24.01,0,0.71,0,-8.12,0,-19.77,0,0.33,0,-0.42,0,2.94,0,,31.1,-3.84,-9.81,-7.55,1.3,1.34,1.29,0.22,0.16,0.49,76.36,78.24,77.63,21.33,22.27,24.76,0.12,0.09,0.23,-0.4,2.2
4660000000,,1.23,0,98.96,0,15.12,1.42,0.94,9.41,14.59,3.55,0,0,0,0,0,0,0.25,77.43,4.18,0,0,0,0,0,0,0,0,0,-14.86,0,7.28,0,-3.77,0,-11.02,0,6.4,0,6.81,0,11.93,0,,34.1,1,-2.47,1.4,1.23,1.21,1.16,0.6,0.68,1.13,87.4,82.87,82.16,18.94,19.53,21.68,0.38,0.42,0.62,5.33,10.06
3040000000,,1.27,0,99.06,0,15.19,1.68,0.9,8.76,0,3.87,0,0,0.07,7.42,0,0,0,20.04,68.6,0,0,0,0,0,0,0,0,0,-10.7,0,0.67,0,-9.04,0,-11.18,0,5.72,0,9.69,0,10.63,0,,34.32,1.87,1.33,0.64,1.04,1.09,1.12,0.59,0.91,1.02,81.7,82.75,81.6,16.53,17.68,20.86,0.43,0.62,0.58,8.97,9.41
1510000000,,1.01,0,98.72,0,16.35,1.61,1.23,9.08,0.25,17.83,3.95,0.06,1.39,0.97,0,34.26,0,17.98,23.31,0,0,0,0,0,0,0,0,0,-0.66,0,1.09,0,-2.19,0,-3.92,0,8.38,0,10.82,0,11.26,0,,22.58,5.1,4.34,3.8,0.69,0.78,0.77,0.71,0.93,0.99,68.29,74.74,73.86,12.08,13.28,15.16,0.71,0.84,0.78,13.88,14.51
255000000,,1.69,0,98.49,0,12.03,0.78,0.44,3.31,0,0,0,0,0,0,99.45,0,0.17,0.38,0,0,0,0,0,0,0,0,0,0,17.47,0,3.81,0,8.5,0,13.93,0,0.28,0,4.07,0,-3.18,0,,-3.78,-1.33,-0.82,-7.9,0.6,0.72,0.69,0.13,0.46,-0.05,34.81,39.1,27.73,14.51,17,22.25,0.11,0.32,-0.03,5.8,-4.66
5540000000,,0.91,0,99.38,0,14.52,1.35,0.93,6.6,0,0,0,3.71,0,0,0,0,0.02,96.27,0,0,0,0,0,0,0,0,0,0,-1.35,0,5.4,0,0.95,0,1.5,0,0.6,0,8.24,0,5.67,0,,12.93,-0.84,2.55,-0.58,0.71,0.76,0.7,0.22,0.77,0.57,62.63,64.02,63.09,12.87,14.04,14.99,0.21,0.66,0.45,11.29,8.16
851000000,,2.08,0,97.87,0,8.22,0.95,0.36,6.91,5.62,5.33,0,0,10.54,10.44,0.73,0,13.11,48.82,5.41,0,0,0,0,0,0,0,0,0,-1.7,0,-1.17,0,0.6,0,5.87,0,11.48,0,11.14,0,13.04,0,,31.96,7.51,3.57,4.66,0.86,0.93,0.86,0.98,0.98,1.14,73.43,75.22,71.19,14.36,15.87,17.3,0.82,0.74,0.79,11.86,14.87
10120000000,,3.17,0,97.56,0,8.85,0.5,2.23,0.9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.2,0,-3.42,0,-3.78,0,-11.37,0,-4.8,0,0.51,0,3.05,0,,9.98,-9.21,-9.03,-6.99,1.56,1.41,1.23,-0.12,0.28,0.49,76.04,74.84,74.88,25.74,24.1,24.04,-0.05,0.14,0.24,0.35,2.35
162000000,,3.65,0,96.57,0,10.89,0.82,0.88,4.3,0,0,97.39,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,-2.2,0,-2.11,0,-0.23,0,-1.63,0,2.33,0,4.38,0,6.75,0,,12.01,-2.21,-5.21,-5.22,1.37,1.35,1.49,0.39,0.56,0.86,80.01,81.52,83.57,22.03,22.06,27.48,0.21,0.3,0.37,3.22,4.47
1430000000,,1.22,0,98.8,0,14.21,1.28,1.22,7.37,0,0.18,0.92,92.71,0,0,0,0,0,6.19,0,0,0,0,0,0,0,0,0,0,-1.44,0,3.73,0,1.62,0,-0.09,0,-3.13,0,-3.41,0,7.67,0,,2.76,-6.47,-10.6,-2.98,0.98,0.98,1.34,-0.13,-0.16,0.91,66.84,61.66,67.09,17.32,18.49,27.6,-0.09,-0.1,0.39,-3.64,5.5
495000000,,1.78,0,100,0,8.47,0.93,0.49,7.52,2.21,0,0,0,0,0,0.39,0,97.39,0,0,0,0,0,0,0,0,0,0,0,-11.2,0,-14.29,0,-14.48,0,4.76,0,9.61,0,6.31,0,5.96,0,,42.61,7.39,0.47,-0.33,1.18,1,0.86,1.11,0.77,0.72,45.93,39.45,39.26,25.02,23.49,23.1,0.53,0.39,0.37,6.74,7.06
973000000,,1.7,0,100,0,13.06,1.42,0.94,8.86,54.03,11.54,0,0,27.48,0.66,0,0,0,5.73,0.57,0,0,0,0,0,0,0,0,0,-7.74,0,-1.62,0,-6.57,0,-6.3,0,10.37,0,14.07,0,12.11,0,,34.24,4.62,5.66,2.94,1.06,0.98,0.96,0.83,1.19,1.08,88.74,86.75,89.97,16.24,15.59,17.04,0.61,0.92,0.75,14.13,12.55
800000000,,1.75,0,100,0,24.21,2.2,2.87,10.14,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,4.6,0,4.2,0,15.61,0,5.32,0,13.27,0,10.6,0,,13.63,3.75,8.03,5.01,0.56,0.62,0.6,0.54,1.12,0.94,36.09,38.08,43,13.32,14.79,15.42,0.49,0.91,0.73,21.2,17.57
709000000,,3.1,0,100,0,9.11,0.95,0.52,5.54,0,97.5,0,0,0,0,0,0,0,2.49,0.01,0,0,0,0,0,0,0,0,0,-11.82,0,3.44,0,-5.4,0,-8.29,0,-2.27,0,3.22,0,11.16,0,,13.13,-6.96,-5.79,1.2,1.31,1.21,1.14,-0.04,0.41,1.09,82.83,82.14,71.71,20.68,19.76,22.8,-0.02,0.25,0.57,2.44,9.62
675000000,,1.83,0,100,0,14.39,1.38,0.91,8.33,15.52,3.69,0,0,0,0,0,0,0.31,76.18,4.3,0,0,0,0,0,0,0,0,0,-13.83,0,0,0,-0.55,0,-8.62,0,7.49,0,7.19,0,12.31,0,,34.28,1.12,-2.4,1.5,1.24,1.21,1.16,0.61,0.69,1.14,87.58,83.03,82.29,19.02,19.56,21.71,0.38,0.42,0.62,5.39,10.15
269000000,,1.57,0,100,0,11.33,0.75,0.42,3.19,0,0,0,0,0,0,99.49,0,0.17,0.34,0,0,0,0,0,0,0,0,0,0,18.25,0,3.24,0,8.37,0,14.87,0,0.78,0,4.34,0,-3.38,0,,-3.34,-1.2,-0.72,-7.78,0.6,0.73,0.69,0.15,0.47,-0.04,35.55,39.46,27.71,14.55,17.05,22.26,0.12,0.33,-0.03,5.97,-4.49
456000000,,1.04,0,100,0,13.71,1.29,0.89,6.3,0,0,0,3.7,0,0,0,0,0.03,96.27,0,0,0,0,0,0,0,0,0,0,-5.18,0,-0.61,0,-1.98,0,-1.34,0,-0.21,0,7.71,0,5.41,0,,13.3,-0.64,2.73,-0.5,0.71,0.76,0.7,0.24,0.79,0.57,62.6,63.91,63.04,12.92,14.06,15,0.23,0.67,0.45,11.54,8.27
849000000,,2.75,0,100,0,8.3,0.96,0.36,7.01,5.75,5.13,0,0,10.73,9.81,0.71,0,13.61,48.99,5.27,0,0,0,0,0,0,0,0,0,-3.14,0,-5.78,0,-0.92,0,3.91,0,10.17,0,11.08,0,12.87,0,,32.08,7.64,3.71,4.71,0.86,0.94,0.87,0.99,1,1.15,73.59,75.33,71.21,14.37,15.89,17.34,0.83,0.75,0.79,12.02,14.92
1350000000,,2.45,0,100,0,9.18,0.51,2.29,0.94,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.08,0,-3.15,0,-3.23,0,-11.29,0,-5.22,0,0.65,0,3.36,0,,10.21,-9.19,-8.96,-6.84,1.57,1.42,1.24,-0.11,0.29,0.5,76.07,74.86,75.08,25.87,24.2,24.09,-0.05,0.15,0.25,0.42,2.5
367000000,,2.84,0,100,0,10.6,0.85,0.76,4.38,0,0,97.61,0.02,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,-3.48,0,-2.82,0,-0.52,0,-2.04,0,0.65,0,4.49,0,6.91,0,,12.13,-2.15,-5.2,-5.23,1.37,1.35,1.49,0.39,0.56,0.86,80.08,81.56,83.61,21.98,22.01,27.48,0.21,0.3,0.37,3.22,4.47
275000000,,1.43,0,100,0,13.72,1.23,1.18,7.06,0,0.21,0.88,92.69,0,0,0,0,0,6.22,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,-1.9,0,4.96,0,-1.96,0,-2.69,0,8.18,0,,3.18,-6.26,-10.4,-2.81,0.99,0.99,1.34,-0.11,-0.14,0.93,67.37,61.97,67.05,17.33,18.48,27.64,-0.08,-0.09,0.4,-3.41,5.64
296000000,,2.1,0,100,0,10.26,0.99,0.63,7.4,12.5,5.13,21.97,10.13,11.64,0,0,0,10.44,18.09,10.1,0,0,0,0,0,0,0,0,0,-8.45,0,2.05,0,-3.87,0,-5.02,0,2.98,0,4.02,0,0,0,,19.1,-1.29,-4.49,,1.18,1.18,,0.38,0.49,,88.2,90.33,,18.02,18.31,,0.26,0.32,,3.65,
20120000000,,0,0,0,36.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.84,0,-22.59,0,-24.08,0,-3.99,0,-6.28,0,-17.02,0,0,0,,-1.38,-0.65,-5.89,,1.48,1.59,,-0.1,-1.11,,32.09,41.69,,32.42,32.1,,-0.04,-0.41,,-10.68,
20350000000,,3.11,0,0,98.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.58,0,0.65,0,-0.29,0,-3.87,0,-1.78,0,1.93,0,0,0,,4.58,-0.49,-0.07,,0.83,0.87,,-0.1,0.19,,92.36,89.22,,7.3,7.38,,-0.16,0.3,,2.27,
5970000000,,0,0,84.05,15.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88,0,11.43,0,-3.7,0,-1.89,0,5.2,0,10.66,0,0,0,,30.8,-0.09,0.65,,0.93,0.94,,0.61,1.03,,84.62,83.5,,20.21,19.98,,0.36,0.62,,11.58,
13190000000,,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35,0,1.78,0,-3.85,0,1.95,0,5.5,0,8.86,0,0,0,,18.02,0.19,0.12,,0.94,0.97,,0.54,0.8,,87.34,87.48,,14.49,15.27,,0.45,0.63,,9.1,
6420000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.19,0,5.09,0,-4.1,0,-9.65,0,2.75,0,1.61,0,0,0,,24.83,-3.26,-2.47,,0.99,1.01,,0.34,0.23,,86.13,87.67,,16.43,17.16,,0.25,0.16,,1.33,
313000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.07,0,0.66,0,-2.55,0,-14.53,0,-4.92,0,-9.64,0,0,0,,-1.29,-2.56,-6.61,,-0.02,0.27,,-0.22,-0.66,,0.04,4.88,,14.92,16.03,,-0.17,-0.49,,-32.23,
